Dataset,Noise Level,Matched Equation,Complexity,Loss,Accuracy (%)
Imstepf_F3_LHS,25_Percent_Noise,(cos(x4) / (x4 * x4)) + 1424.535631880966,11,6.034980397106898e-05,0.0
Imstepf_F3_LHS,25_Percent_Noise,(sin(cos(x4)) / (x4 * x4)) + 1424.5298178186172,12,4.877268362420575e-05,0.0
Imstepf_F3_LHS,25_Percent_Noise,1424.5336398619365 + (cos(x4) / ((x4 * x4) - cos(x2))),14,3.905669394398205e-05,0.0
Imstepf_F3_LHS,25_Percent_Noise,1424.5320988182418 + (cos(x4) / ((x4 * x4) + (x0 / x2))),15,3.647636062964503e-05,0.0
Imstepf_F3_LHS,25_Percent_Noise,cos(cos(x4) / (1.789887089373286 / 0.7408992882036676)) + 1423.5299522019614,18,3.842659928001669e-06,0.0
Imstepf_F3_RandSample,25_Percent_Noise,x2,1,908184.4892978446,0.0
Imstepf_F3_RandSample,25_Percent_Noise,x0 ^ x2,3,380850.8366999085,0.0
Imstepf_F3_RandSample,25_Percent_Noise,(x4 ^ x0) * x1,5,254877.0109832828,0.0
Imstepf_F3_RandSample,25_Percent_Noise,x4 + 953.5816227126678,6,0.1943556463005943,0.0
Imstepf_F3_RandSample,25_Percent_Noise,957.9530443436516 + cos(x4),7,0.0519768648017471,0.0
Imstepf_F3_RandSample,25_Percent_Noise,(x0 - x0) + 957.1197164626126,8,0.0004344968049599,0.0
Imstepf_F3_RandSample,25_Percent_Noise,956.9636595970431 - (-0.04410761179737721 * x4),11,2.072592126878274e-05,0.0
Imstepf_F3_RandSample,25_Percent_Noise,(sin(-0.13838991924654795) * cos(sin(x4))) + 957.24175271865,14,4.561594780311719e-06,0.0
Imstepf_F3_Uniform,25_Percent_Noise,x1 ^ x0,3,1591224.1329114498,0.0
Imstepf_F3_Uniform,25_Percent_Noise,x0 + (x3 ^ x0),5,1580901.006455034,20.0
Imstepf_F3_Uniform,25_Percent_Noise,(x4 - cos(x4)) ^ x4,6,1150121.0806962785,0.0
Imstepf_F3_Uniform,25_Percent_Noise,x3 * (x3 / (x1 - x0)),7,630844.4654768999,0.0
Imstepf_F3_Uniform,25_Percent_Noise,(x2 - x1) + 1591.7811886243392,8,0.005939029283622,0.0
Imstepf_F3_Uniform,25_Percent_Noise,((x2 - x2) / x2) + (1591.8014408983863 - (-0.01894169227571789 * x2)),17,4.665544310704986e-06,0.0
Imstepf_F3_Uniform,25_Percent_Noise,((x2 - (x1 + x4)) - x1) + (1591.8014408628223 - (-2.0189417013955024 * x2)),19,4.6655443106605015e-06,0.0
Imstepf_F3_Uniform,25_Percent_Noise,(((x3 - x0) / (x1 ^ x1)) - x1) + (1591.7811886243392 - (x2 * -1.0189535086579462)),21,4.2558640517596745e-06,0.0
Imstepf_F3_Uniform,25_Percent_Noise,(((0.30522995764037286 / 1591.7811886243392) / cos(x1)) - x1) + (1591.7811886243392 - (x2 * -1.0189535086579462)),26,3.894843067615896e-06,0.0
Imstepf_F3_Uniform,25_Percent_Noise,(((x2 - x1) / (x1 / 26.52484921938774)) - x1) + ((1591.720519298262 + -0.20954136489932895) - (x2 * -1.0523020940682895)),29,1.970816706650692e-07,0.0
Imstepf_F4_LHS,25_Percent_Noise,x3,1,24.147374905125503,0.0
Imstepf_F4_LHS,25_Percent_Noise,sin(x0),2,0.5864453299133724,33.33333333333333
Imstepf_F4_LHS,25_Percent_Noise,cos(x2 * x1),4,0.2680986366436002,33.33333333333333
Imstepf_F4_LHS,25_Percent_Noise,cos(x2 * x1) + sin(x4),7,0.1664828962877051,33.33333333333333
Imstepf_F4_LHS,25_Percent_Noise,sin(sin(x4)) + cos(x1 * x2),8,0.1140994491178853,33.33333333333333
Imstepf_F4_LHS,25_Percent_Noise,cos(x1 * x2) - cos(x1 / x4),9,0.0837315894118943,33.33333333333333
Imstepf_F4_LHS,25_Percent_Noise,cos(x1 * x2) - (sin(x4) * sin(x0)),10,0.0509496162054173,33.33333333333333
Imstepf_F4_LHS,25_Percent_Noise,cos(x1 * x2) - (sin(x4) * sin(sin(x0))),11,0.0404967922044379,33.33333333333333
Imstepf_F4_LHS,25_Percent_Noise,cos(x1 * x2) + (sin(x0) * cos(x3 / x4)),12,0.032344936829135,33.33333333333333
Imstepf_F4_LHS,25_Percent_Noise,(cos(x2 * x1) + sin(x0)) + (sin(x3) * cos(x4)),13,1.3779893677624403e-09,100.0
Imstepf_F4_RandSample,25_Percent_Noise,x2,1,15.63055685662168,0.0
Imstepf_F4_RandSample,25_Percent_Noise,sin(x0),2,0.8350347491239224,33.33333333333333
Imstepf_F4_RandSample,25_Percent_Noise,x3 - x4,3,0.5299072162808249,0.0
Imstepf_F4_RandSample,25_Percent_Noise,cos(x4 + x0),4,0.2549517705001141,0.0
Imstepf_F4_RandSample,25_Percent_Noise,cos(x0 + x4) / cos(cos(x4)),8,0.2253960487295353,0.0
Imstepf_F4_RandSample,25_Percent_Noise,cos(x1 * x2) + cos(x0 + x4),9,0.0266265058209269,33.33333333333333
Imstepf_F4_RandSample,25_Percent_Noise,(cos(x2 * x1) - cos(x4)) + sin(x0),10,0.0039973973973391,66.66666666666666
Imstepf_F4_RandSample,25_Percent_Noise,(cos(x2 * x1) - cos(x4)) + ((sin(x0) / x1) * x1),14,0.0039973973973391,66.66666666666666
Imstepf_F4_RandSample,25_Percent_Noise,sin(x0) + (cos(x2 * x1) - (cos(x4) / 1.0592113338737092)),15,0.0029665391377841,66.66666666666666
Imstepf_F4_RandSample,25_Percent_Noise,(cos(x2 * x1) - cos(x4)) + (sin(x0) - (x1 / (x0 ^ x4))),16,0.0028742749283445,66.66666666666666
Imstepf_F4_RandSample,25_Percent_Noise,sin(x0) + (cos(x2 * x1) - (cos(x4) / (4.754817598442696 / x3))),17,0.0009356695943441,66.66666666666666
Imstepf_F4_RandSample,25_Percent_Noise,((sin(x0) - 3.6016793474206792e-6) + (cos(x4) * sin(x3))) + cos(x2 * x1),18,1.0202059170773767e-09,100.0
Imstepf_F4_Uniform,25_Percent_Noise,x0,1,19.500192330621704,0.0
Imstepf_F4_Uniform,25_Percent_Noise,sin(x0),2,0.6318044599529958,33.33333333333333
Imstepf_F4_Uniform,25_Percent_Noise,sin(sin(x0)),3,0.6017650481968227,0.0
Imstepf_F4_Uniform,25_Percent_Noise,cos(x0 * x0),4,0.3096781546601853,0.0
Imstepf_F4_Uniform,25_Percent_Noise,sin(cos(x0 * x0)),5,0.3074896780317571,0.0
Imstepf_F4_Uniform,25_Percent_Noise,cos(x3 * x0) + sin(x0),7,0.1212196651452559,33.33333333333333
Imstepf_F4_Uniform,25_Percent_Noise,cos(x1 * x1) + sin(sin(x0)),8,0.1052339489095003,0.0
Imstepf_F4_Uniform,25_Percent_Noise,cos(x1 * x1) + sin(sin(sin(x0))),9,0.1009844696497186,0.0
Imstepf_F4_Uniform,25_Percent_Noise,cos(x3 * x0) - (cos(cos(x0)) ^ x4),10,0.0259168439546959,0.0
Imstepf_F4_Uniform,25_Percent_Noise,(cos(x0 * x3) - (x0 / x4)) - cos(x1),11,0.0031357436146198,0.0
Imstepf_F4_Uniform,25_Percent_Noise,cos(x0 * x3) + (-0.9160453736729423 - cos(x4)),12,0.0018405978998126,0.0
Imstepf_F4_Uniform,25_Percent_Noise,cos(x1 * x2) - (sin(x1) * (3.6667473945397457 - x2)),14,0.0002656192292406,33.33333333333333
Imstepf_F4_Uniform,25_Percent_Noise,(cos(x2 * x1) + sin(x0)) - (sin(x3) * ((x2 - x2) - cos(x4))),17,1.755234558282031e-07,100.0
Imstepf_F1_LHS,3_Percent_Noise,x1,1,253.8050777501866,20.0
Imstepf_F1_LHS,3_Percent_Noise,x1 * x0,3,20.793729596276386,0.0
Imstepf_F1_LHS,3_Percent_Noise,19.89745209793433,4,1.1921124654636437,0.0
Imstepf_F1_LHS,3_Percent_Noise,15.941233347934991 + x2,6,0.2485256756433211,20.0
Imstepf_F1_LHS,3_Percent_Noise,(x2 + x2) - -11.985014597425328,8,0.0703386213698735,0.0
Imstepf_F1_LHS,3_Percent_Noise,(cos(x2) - -16.50660406486674) + x2,9,0.0183332818902208,20.0
Imstepf_F1_LHS,3_Percent_Noise,21.316683075684427 + (2.5102661579256376 * cos(x2)),12,0.0120276448722136,0.0
Imstepf_F1_LHS,3_Percent_Noise,(cos(cos(x2)) + cos(x2)) + (cos(x2) - -20.26473375444313),14,0.0059649577453784,0.0
Imstepf_F1_LHS,3_Percent_Noise,sin(x2 / -0.44849579635383297) - (sin(x2) - 19.495382316587147),15,0.0026463561281344,0.0
Imstepf_F1_LHS,3_Percent_Noise,(20.588299437921236 + cos(x2)) - sin(cos(x2 * 1.916583168888046)),16,0.0009281127624769,0.0
Imstepf_F1_LHS,3_Percent_Noise,sin(x2) + ((x2 + 16.6374733661587) - cos(1.9404287247695717 * x2)),17,0.0008459454838463,20.0
Imstepf_F1_LHS,3_Percent_Noise,(17.98611526191937 + (0.5387882728941108 * x2)) - cos(1.8709265290428827 * x2),19,0.0002562662351568,0.0
Imstepf_F1_LHS,3_Percent_Noise,(20.575200908752976 + cos(x2)) - (cos(x2 * 1.9214512679462037) / 1.2061072709600413),20,0.0001534140300872,0.0
Imstepf_F1_LHS,3_Percent_Noise,(20.495638572020912 + sin(cos(x2))) - (cos(x2 * 1.933203296016137) / 1.1079938115147103),21,7.433896683056613e-05,0.0
Imstepf_F1_LHS,3_Percent_Noise,sin(x2 + (x2 - 2.378845797336597)) - ((sin(x2) * 1.2110188559657142) - 19.465111472909292),22,7.560034195722047e-06,0.0
Imstepf_F1_LHS,3_Percent_Noise,sin(x2 + (x2 - 2.3369499488824554)) - ((sin(x2) - 19.946417766124384) + (1.4178303560907117 / x2)),24,4.467244818358724e-06,0.0
Imstepf_F1_LHS,3_Percent_Noise,sin((x2 - 2.3400096491802898) + x2) - (((0.8688911017924532 + x2) / (x2 * x2)) + (sin(x2) - 19.89871930982926)),28,4.343216309993565e-06,0.0
Imstepf_F1_LHS,3_Percent_Noise,sin(x2 + (x2 - 2.3389998537272674)) - ((sin(x2) - 19.918339628398805) + (1.1810949615562127 / (x2 - 0.36301973323035513))),29,4.296720953569275e-06,0.0
Imstepf_F1_LHS,3_Percent_Noise,sin((-0.42592205753497603 - 1.716307912293306) + (1.9584006632830238 * x2)) - (sin(x2 - 0.11281273759669753) - 19.649810169328813),30,1.627181371573425e-06,0.0
Imstepf_F1_RandSample,3_Percent_Noise,x1 + x1,3,133.5866656019625,0.0
Imstepf_F1_RandSample,3_Percent_Noise,(x1 * x0) + x3,5,3.715718491050867,20.0
Imstepf_F1_RandSample,3_Percent_Noise,15.744293718659042 + x4,6,1.5338657312665267,20.0
Imstepf_F1_RandSample,3_Percent_Noise,x1 + (x4 + (x0 + (x3 + x2))),9,4.0866544006701693e-10,100.0
Imstepf_F1_Uniform,3_Percent_Noise,x4 + x4,3,146.71201138728009,0.0
Imstepf_F1_Uniform,3_Percent_Noise,x4 + (x4 + x4),5,64.13128149030726,0.0
Imstepf_F1_Uniform,3_Percent_Noise,(x3 * x1) + cos(x2),6,21.776049850835538,0.0
Imstepf_F1_Uniform,3_Percent_Noise,(cos(cos(x4)) + x4) * x1,7,7.244049796255904,0.0
Imstepf_F1_Uniform,3_Percent_Noise,(x1 / 0.24907453565744803) + x3,8,6.105815827938956e-05,20.0
Imstepf_F1_Uniform,3_Percent_Noise,(x2 + (x3 + (x2 + x0))) + x3,9,1.4665464694936993e-06,20.0
Imstepf_F1_Uniform,3_Percent_Noise,((x4 + x1) + ((x1 + x3) + (x1 - x4))) + x4,13,1.4665464694930036e-06,40.0
Imstepf_F1_Uniform,3_Percent_Noise,(x2 / 1.000000516732051) + (x4 + ((x2 + x2) + x0)),14,1.466542059678351e-06,40.0
Imstepf_F1_Uniform,3_Percent_Noise,(((x3 + x0) + (x3 + x1)) + x3) - (cos(x1) / ((x2 ^ x3) ^ x2)),18,1.466233513963182e-06,40.0
Imstepf_F1_Uniform,3_Percent_Noise,(((x0 + x3) + (x0 + x4)) + x3) - ((cos(x2) - (x2 + x0)) / ((x2 ^ x2) ^ x2)),22,1.464186947867187e-06,20.0
Imstepf_F1_Uniform,3_Percent_Noise,(((x3 + x0) + (x3 + x1)) + x3) - (((x3 - x4) / cos(x2)) / ((x2 - x4) + (x1 ^ x0))),24,1.4537661393135875e-06,40.0
Imstepf_F2_LHS,3_Percent_Noise,x4,1,931800.8677236056,0.0
Imstepf_F2_LHS,3_Percent_Noise,x0 ^ x4,3,409402.88417903066,0.0
Imstepf_F2_LHS,3_Percent_Noise,(x0 ^ x4) + x1,5,404899.6250673447,0.0
Imstepf_F2_LHS,3_Percent_Noise,(x0 ^ x4) + (x2 ^ x3),7,242039.6662295284,0.0
Imstepf_F2_LHS,3_Percent_Noise,((x0 + x0) * (x2 * x4)) * x0,9,206846.34430038556,0.0
Imstepf_F2_LHS,3_Percent_Noise,(2.914048752221087 ^ x2) * (x4 + x4),10,203574.60508857077,0.0
Imstepf_F2_LHS,3_Percent_Noise,(0.9039958511124823 / 0.004731836985588877) * x2,11,48392.83886335066,0.0
Imstepf_F2_LHS,3_Percent_Noise,((x3 + x3) + x3) - (-886.0367656240246 - x0),12,4576.974999513529,0.0
Imstepf_F2_LHS,3_Percent_Noise,(x3 + (x4 * (x0 * x2))) - (-886.0367656240246 - x0),14,247.8287760309586,0.0
Imstepf_F2_LHS,3_Percent_Noise,(x1 + x1) * (-30.63680942222831 / (x1 / -15.643003257074461)),15,118.5612641995734,0.0
Imstepf_F2_LHS,3_Percent_Noise,sin(x2) + ((x2 + x3) - ((-958.6701664655285 - x4) - sin(x3))),16,0.3012582622659643,0.0
Imstepf_F2_LHS,3_Percent_Noise,(cos(1663.4733090438108) + x2) * ((344.6296795507587 - -624.7625745289657) / x2),19,3.0002340571227714e-10,0.0
Imstepf_F2_RandSample,3_Percent_Noise,x0,1,998181.2569263044,0.0
Imstepf_F2_RandSample,3_Percent_Noise,x1 ^ x2,3,462460.98886016425,0.0
Imstepf_F2_RandSample,3_Percent_Noise,x0 + (x1 ^ x2),5,458133.4306852939,0.0
Imstepf_F2_RandSample,3_Percent_Noise,909.5380921743567 + x1,6,8036.87289125478,0.0
Imstepf_F2_RandSample,3_Percent_Noise,sin(x2) + 1003.9357411649618,7,0.080070631247414,0.0
Imstepf_F2_RandSample,3_Percent_Noise,(x3 / x3) + 1002.1890813167471,8,0.0001346557248627,0.0
Imstepf_F2_RandSample,3_Percent_Noise,1003.1924825058247 + (sin(x2) / (x4 ^ x2)),11,9.610662771678058e-05,0.0
Imstepf_F2_RandSample,3_Percent_Noise,1003.2251435198395 + sin(x0 * (-0.03271884990333852 / x4)),14,5.344272884766069e-05,0.0
Imstepf_F2_RandSample,3_Percent_Noise,(cos(x4) / (x1 ^ x4)) + ((x1 / x1) + 1002.1964512990435),15,5.012386252606703e-05,0.0
Imstepf_F2_RandSample,3_Percent_Noise,(-0.23226354317244266 / x4) + (941.3623413867986 - -61.889715998046164),16,4.165063830012801e-06,0.0
Imstepf_F2_RandSample,3_Percent_Noise,(5.3156678887025715 * 188.72337858009465) + (sin(sin(251.34151256522384)) * cos(-30.379906953341923 / x4)),24,2.685944884040758e-06,0.0
Imstepf_F2_RandSample,3_Percent_Noise,(0.01566734815847326 * x4) + ((978.9991767657972 - (-39.208610203017045 - -43.75294926147791)) - -28.67439130357838),26,2.319920425368153e-06,0.0
Imstepf_F2_Uniform,3_Percent_Noise,x4,1,1365915.6556075634,0.0
Imstepf_F2_Uniform,3_Percent_Noise,x0 ^ x1,3,906511.902474947,0.0
Imstepf_F2_Uniform,3_Percent_Noise,(x0 ^ x0) + x3,5,889560.905810922,0.0
Imstepf_F2_Uniform,3_Percent_Noise,x4 + 1102.648502796926,6,4366.205814824521,0.0
Imstepf_F2_Uniform,3_Percent_Noise,(x4 * x4) + 1102.648502796926,8,2859.167110650604,0.0
Imstepf_F2_Uniform,3_Percent_Noise,1139.433666620951 + (x3 * (x3 + x3)),10,71.62863089193611,0.0
Imstepf_F2_Uniform,3_Percent_Noise,((x3 - x3) + 42.66968691320664) + 1130.1261091454357,13,6.18283732315832e-05,0.0
Imstepf_F2_Uniform,3_Percent_Noise,1172.765286899929 + ((x3 * (x3 + x3)) * 0.0009144847736799606),15,1.816928223426209e-06,0.0
Imstepf_F2_Uniform,3_Percent_Noise,1172.7654725651466 + ((x2 * (x1 + x2)) * (x3 + (0.0009201729068579415 - x3))),19,1.809240627835045e-06,0.0
Imstepf_F2_Uniform,3_Percent_Noise,1172.7949972159488 + (((x3 + x3) * x4) * ((-0.0017656712797175507 - x3) + (1.000427931575351 * x3))),24,8.61196966093176e-09,0.0
Imstepf_F3_LHS,3_Percent_Noise,x0,1,2226855.363723512,20.0
Imstepf_F3_LHS,3_Percent_Noise,x3 ^ x3,3,1228763.3848874182,0.0
Imstepf_F3_LHS,3_Percent_Noise,(x0 ^ x2) * x1,5,601328.8599484293,0.0
Imstepf_F3_LHS,3_Percent_Noise,1500.1658887914532 - x1,6,0.2804768619719255,0.0
Imstepf_F3_LHS,3_Percent_Noise,sin(x2) - -1496.9504897970608,7,0.1248848729953336,0.0
